"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"11","rayyan-344223881","Adult exposure to insecticides causes persistent behavioral and neurochemical alterations in zebrafish",2020,3,NA,"NEUROTOXICOLOGY AND TERATOLOGY","0892-0362",78,NA,"","Hawkey, Andrew B. and Glazer, Lilah and Dean, Cass and ra and Wells, Corinne N. and Odamah, Kathryn-Ann and Slotkin, Theodore A. and Seidler, Frederic J. and Levin, Edward D.","","","",NA,"Farmers are often chronically exposed to insecticides, which may present health risks including increased risk of neurobehavioral impairment during adulthood and across aging. Experimental animal studies complement epidemiological studies to help determine the cause-and-effect relationship between chronic adult insecticide exposure and behavioral dysfunction. With the zebrafish model, we examined short and long-term neurobehavioral effects of exposure to either an organochlorine insecticide, dichlorodiphenyltrichloroethane (DDT) or an organophosphate insecticide chlorpyrifos (CPF). Adult fish were exposed continuously for either two or 5 weeks (10-30 nM DDT, 0.3-3 mu M CPF), with short- and long-term effects assessed at 1-week post-exposure and at 14 months of age respectively. The behavioral test battery included tests of locomotor activity, tap startle, social behavior, anxiety, predator avoidance and learning. Long-term effects on neurochemical indices of cholinergic function were also assessed. Two weeks of DDT exposure had only slight effects on locomotor activity, while a longer five-week exposure led to hypoactivity and increased anxiety-like diving responses and predator avoidance at 1-week post-exposure. When tested at 14 months of age, these fish showed hypoactivity and increased startle responses. Cholinergic function was not found to be significantly altered by DDT. The two-week CPF exposure led to reductions in anxiety-like diving and increases in shoaling responses at the 1-week time point, but these effects did not persist through 14 months of age. Nevertheless, there were persistent decrements in cholinergic presynaptic activity. A five-week CPF exposure led to long-term effects including locomotor hyperactivity and impaired predator avoidance at 14 months of age, although no effects were apparent at the 1-week time point. These studies documented neurobehavioral effects of adult exposure to chronic doses of either organochlorine or organophosphate pesticides that can be characterized in zebrafish. Zebrafish provide a lowcost model that has a variety of advantages for mechanistic studies and may be used to expand our understanding of neurobehavioral toxicity in adulthood, including the potential for such toxicity to influence behavior and development during aging.","","10.1016/j.ntt.2019.106853","Adult",NA,NA
"12","rayyan-344223882","Developmental toxicity and neurotoxicity of synthetic organic insecticides in zebrafish (Danio rerio): A comparative study of deltamethrin, acephate, and thiamethoxam",2018,5,NA,"CHEMOSPHERE","0045-6535",199,NA,"16-25","Liu, XingYu and Zhang, QiuPing and Li, ShiBao and Mi, Ping and Chen, DongYan and Zhao, Xin and Feng, XiZeng","","","",NA,"Synthetic organic insecticides, including pyrethroids, organophosphates, neonicotinoids and other types, have the potential to alter the ecosystems and many are harmful to humans. This study examines the developmental toxicity and neurotoxicity of three synthetic organic insecticides, including deltamethrin (DM), acephate (AP), and thiamethoxam (TM), using embryo-larval stages of zebrafish (Danio rerio). Results showed that DM exposure led to embryo development delay and a significant increase in embryo mortality at 24 and 48 h post-fertilization (hpf). DM and AP decreased embryo chorion surface tension at 24 hpf, along with the increase in hatching rate at 72 hpf. Moreover, DM caused ntl, shh, and krox20 misexpression in a dose-dependent manner with morphological deformities of shorter body length, smaller eyes, and larger head-body angles at 10 mu g/L. TM did not show significant developmental toxicity. Furthermore, results of larval rest/wake assay indicated that DM (>0.1 mu g/L) and AP (0.1 mg/L) increased activity behavior with different patterns. Interestingly, as an insect-specific pesticide, TM still could alter locomotor activity in zebrafish larvae at concentrations as low as 0.1 mg/L Our results indicate that different types of synthetic organic insecticides could create different toxicity outcomes in zebrafish embryos and larvae. (C) 2018 Elsevier Ltd. All rights reserved.","","10.1016/j.chemosphere.2018.01.176","Insecticides",NA,NA
"13","rayyan-344223883","Developmental toxicity of 3-phenoxybenzoic acid (3-PBA) and endosulfan sulfate derived from insecticidal active ingredients: Abnormal heart formation by 3-PBA in zebrafish embryos",2021,11,NA,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","0147-6513",224,NA,"","Park, Jungeun and Kim, Chaeeun and Jeon, Hwang-Ju and Kim, Kyeongnam and Kim, Myoung-Jin and Moon, Joon-Kwan and Lee, Sung-Eun","","","",NA,"Pyrethroid and organochlorine insecticides are enormously used to control agricultural and indoor insect pests. The metabolites of pyrethroid and endosulfan were used to evaluate environmental toxicities using a representative animal model, zebrafish (Danio rerio) embryos in this study. The LC50 values in 3-phenoxy benzoic acid (3-PBA) and endosulfan sulfate (ES) were 1461 mu g/L and 1459 mu g/L, respectively. At the concentration of 2000 mu g/L, spine curvature was observed in the ES-treated embryos. ES showed seizure-like events with an EC50 value of 354 mu g/L. At the concentration of 1000 mu g/L, the pericardial edema was observed in 3-PBA-treated embryos. The inhibition of heart development and the reduction of beating rates were observed in Tg(cmlc2:EGFP) embryos after the exposure to 3-PBA. Down-regulation of the vmhc gene coding ventricular myosin during heart development was significantly found in 3-PBA-treated embryos at 48 hpf, but recovered afterward. It indicates that ventricular malformation occurred at the initial stage of 3-PBA exposure. Considered together, both 3-PBA and ES need public concerns with periodic monitoring of these metabolites in households and agricultural areas to prevent humans and environmental organisms from their unexpected attacks.","","10.1016/j.ecoenv.2021.112689","Heart Defects, Congenital",NA,NA
"14","rayyan-344223884","Sub-lethal effects of the triazole fungicide propiconazole on zebrafish (Danio rerio) development, oxidative respiration, and larval locomotor activity",2019,7,NA,"NEUROTOXICOLOGY AND TERATOLOGY","0892-0362",74,NA,"","Souders, II, Christopher L. and Xavier, Priscilla and Perez-Rodriguez, Veronica and Ector, Naomi and Zhang, Ji-Liang and Martyniuk, Christopher J.","","","",NA,"Propiconazole is a triazole fungicide used in agriculture. Via run-off, it can enter the aquatic environment, and can adversely affect organisms. However, data are scarce on how propiconazole may affect early developmental life stages of fish. The objectives of this study were to evaluate the potential sub-lethal effects of propiconazole during zebrafish development. Wildtype zebrafish (ABTu strain) embryos and larvae were exposed to propiconazole (0.1-100 mu M) for up to 150 hours post fertilization (hpf) depending upon the endpoint measured. Propiconazole decreased survival and induced hypopigmentation in fish at 100 mu M compared to the water and solvent controls. Pericardial edema was also noted in embryos and larvae (beginning at 2-3 dpf) exposed to 100 mu M propiconazole. To visualize the effects of propiconazole on the circulatory system in more detail, we exposed transgenic zebrafish (globin-LCR:eGFP) to the fungicide. Hematopoietic changes were observed within 48 h of exposure to 100 mu M and localization of blood cells in the cardic region became diffuse, indicating pooling of blood in the pericardial region. We measured oxidative respiration in embryos as sufficient ATP is needed for development. Exposure to 100 mu M propiconazole (similar to 6-30 hpf) reduced basal respiration (similar to 50\%), oligomycin-induced ATP linked respiration (similar to 70\%), proton leak (similar to 30\%), and non-mitochondrial respiration (similar to 50\%), indicating compromised mitochondrial bioenergetics. A Visual Motor Response (VMR) test was used to measure dark photokinesis behavior in larval fish exposed to propiconazole for a 6-day period. Larval fish exposed to the highest concentration in the assay (10 mu M) showed evidence of hypoactivity. This study demonstrates that propiconazole can induce hypopigmentation in zebrafish, disrupt mitochondrial bioenergetics, and can alter locomotor activity. However, these sub-lethal responses were observed at concentrations above what is typically detected in the environment.","","10.1016/j.ntt.2019.106809","Triazoles;Motor Activity;Ventilators, Mechanical;Respiration",NA,NA
"15","rayyan-344223885","Behavior responses of zebrafish (Danio rerio) to aquatic environmental stresses in the characteristic of circadian rhythms",2018,11,NA,"CHEMOSPHERE","0045-6535",210,NA,"129-138","Yang, Meiyi and Ren, Baigang and Qiao, Linlin and Ren, Baixiang and Hu, Yongyuan and Zhao, Ruibin and Ren, Zongming and Du, Jun","","","",NA,"As behavior shows a distinct circadian rhythm, it is hypothesized that circadian rhythms based on zebrafish (Danio rerio) behavior responses could be affected by contaminants in this study, and then the behavior strength of zebrafish exposed to 0.005 mg/L Cadmium chloride (CdCl2), 0.01 mg/L Dibasic Sodium Phosphate (Na2HPO4), 0.002 mg/L deltamethrin, and 0.003 mg/L atrazine for 6 days is used to illustrate the possibility of behavior circadian rhythms as an indicator in the environmental stress assessment. Statistical analysis with p < 0.01 shows that a clear difference between average values of BS during dark period (AVD) and those during light period (AVL) could be observed, and 24 h circadian rhythms do exist in zebrafish behavior responses. Both BS values and circadian rhythms of zebrafish can be affected in the aspect of periodicity with clear time delay, which were 1 h delay in CdCl2, 4 h delay in Na2HPO4, 4 h delay in deltamethrin, and 1 h delay in atrazine. Behavior circadian rhythms were disturbed according to the repetitive cycles after autocorrelation analysis, and the toxic effects of different chemicals could be reflected by the profiles of the Self-Organizing Map (SOM), which indicated the circadian rhythm disorder in different degrees. These results deduced from the statistical analysis, autocorrelation and SOM strongly supported that circadian rhythms based on zebrafish BS could be used as an indicator in the environmental stress assessment. (C) 2018 Elsevier Ltd. All rights reserved.","","10.1016/j.chemosphere.2018.07.018","Circadian Rhythm",NA,NA
"16","rayyan-344223886","Developmental exposure to environmentally relevant concentrations of bifenthrin alters transcription of mTOR and ryanodine receptor-dependent signaling molecules and impairs predator avoidance behavior across early life stages in inland silversides (Menidia beryllina)",2019,1,NA,"AQUATIC TOXICOLOGY","0166-445X",206,NA,"1-13","Frank, Daniel F. and Br and er, Susanne M. and Hasenbein, Simone and Harvey, Danielle J. and Lein, Pamela J. and Geist, Juergen and Connon, Richard E.","","","",NA,"Altered transcription of calcium-dependent signaling cascades involving the ryanodine receptor (RyR) and mechanistic target of rapamycin (mTOR) in response to environmental exposures have been described in model vertebrates, including zebrafish, while the relevance for wild fishes remains unknown. To address this knowledge gap, we exposed the euryhaline model species Menidia beryllina (inland silversides) to the insecticide bifenthrin, a known modulator of calcium signaling. The main objectives of this study were to determine: (1) whether exposure of developing silversides to environmentally relevant concentrations of bifenthrin alters their behavior; and (2) whether behavioral changes correlate with altered expression of genes involved in RyR and mTOR-dependent signaling pathways. At six hours post fertilization (hpf), inland silversides were exposed to bifenthrin at 3, 27 and 122 ng/L until 7 days post fertilization (dpf, larvae hatched at 6dpf), followed by a 14-day recovery period in uncontaminated water. Transcriptional responses were measured at 5, 7 and 21 dpf; locomotor behavior following external stimuli and response to an olfactory predator cue were assessed at 7 and 21 dpf. Bifenthrin elicited significant non-monotonic transcriptional responses in the majority of genes examined at 5 dpf and at 21 dpf. Bifenthrin also significantly altered predator avoidance behavior via olfactory mechanisms with main effects identified for animals exposed to 3 and 27 ng/L. Behavioral effects were not detected in response to visual stimuli during acute exposure, but were significant in the predator-cue assessment following the recovery period, suggesting delayed and long-term effects of early developmental exposures to bifenthrin. Our findings demonstrate that at picomolar (pM) concentrations, which are often not represented in ecotoxi-cological studies, bifenthrin perturbs early development of inland silversides. These developmental impacts are manifested behaviorally at later life stages, specifically as altered patterns of predator avoidance behavior, which have been correlated with population decline. Collectively, these data suggest that bifenthrin may be negatively impacting wild fish populations.","","10.1016/j.aquatox.2018.10.014","Environmental Exposure;Ryanodine Receptor Calcium Release Channel;Prednisolone",NA,NA
"17","rayyan-344223887","Anxiety-associated behavior and genotoxicity found in adult Danio rerio exposed to tebuconazole-based commercial product",2018,9,NA,"ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","1382-6689",62,NA,"140-146","Dias Castro, Tassia Flavia and da Silva Souza, Jose Gilmar and Souza de Carvalho, Aline Ferreira and Assis, Isadora de Lima and Palmieri, Marcel Jose and Andrade Vieira, Larissa Fonseca and Marcussi, Silvana and Ferreira Machado, Monica Rodrigues and Solis Murgas, Luis David","","","",NA,"The effects of different concentrations of commercial product based on tebuconazole, on adults of Danio rerio, were evaluated through novel tank diving test and micronucleus and comet assay tests. A total of 320 adult D. rerio were divided into eight tanks and exposed to concentrations of 0; 100; 200 and 300 mu g/L the commercial product based on tebuconazole, with their respective replicates at 24, 72 and 96 h. The results showed a behavioral deviation of zebrafish and a significant (p < 0.05) increase in DNA damage as a function of exposed time and different concentrations of the commercial product in relation to the negative control. The results obtained in this study allow to conclude that tebuconazole has effects on adults of Danio rerio, inducing geno-toxicity and mutagenicity, as well as altering neurological functions related to the change in the behavior of adults.","","10.1016/j.etap.2018.06.011","Anxiety",NA,NA
"18","rayyan-344223888","Bifenthrin causes transcriptomic alterations in mTOR and ryanodine receptor-dependent signaling and delayed hyperactivity in developing Check for zebrafish (Danio rerio)",2018,7,NA,"AQUATIC TOXICOLOGY","0166-445X",200,NA,"50-61","Frank, Daniel F. and Miller, Galen W. and Harvey, Danielle J. and Br and er, Susanne M. and Geist, Juergen and Connon, Richard E. and Lein, Pamela J.","","","",NA,"Over the last few decades, the pyrethroid insecticide bifenthrin has been increasingly employed for pest control in urban and agricultural areas, putting humans and wildlife at increased risk of exposure. Exposures to nanomolar (nM) concentrations of bifenthrin have recently been reported to alter calcium oscillations in rodent neurons. Neuronal calcium oscillations are influenced by ryanodine receptor (RyR) activity, which modulates calcium-dependent signaling cascades, including the mechanistic target of rapamycin (mTOR) signaling pathway. RyR activity and mTOR signaling play critical roles in regulating neurodevelopmental processes. However, whether environmentally relevant levels of bifenthrin alter RyR or mTOR signaling pathways to influence neurodevelopment has not been addressed. Therefore, our main objectives in this study were to examine the transcriptomic responses of genes involved in RyR and mTOR signaling pathways in zebrafish (Danio rerio) exposed to low (ng/L) concentrations of bifenthrin, and to assess the potential functional consequences by measuring locomotor responses to external stimuli. Wildtype zebrafish were exposed for 1, 3 and 5 days to 1, 10 and 50 ng/L bifenthrin, followed by a 14 d recovery period. Bifenthrin elicited significant concentration-dependent transcriptional responses in the majority of genes examined in both signaling cascades, and at all time points examined during the acute exposure period (1, 3, and 5 days post fertilization; dpf), and at the post recovery assessment time point (19 dpf). Changes in locomotor behavior were not evident during the acute exposure period, but were observed at 19 dpf, with main effects (increased locomotor behavior) detected in fish exposed developmentally to bifenthrin at 1 or 10 ng/L, but not 50 ng/L. These findings illustrate significant influences of developmental exposures to low (ng/L) concentrations of bifenthrin on neurodevelopmental processes in zebrafish.","","10.1016/j.aquatox.2018.04.003","Transcriptome;Ryanodine Receptor Calcium Release Channel",NA,NA
"19","rayyan-344223889","Lethal and sublethal toxicity of abamectin and difenoconazole (individually and in mixture) to early life stages of zebrafish",2018,11,NA,"CHEMOSPHERE","0045-6535",210,NA,"531-538","Madeira Sanches, Ana Leticia and Daam, Michiel Adriaan and Freitas, Emanuela Cristina and Godoy, Aline Andrade and Meireles, Gabriela and Almeida, Ana Rita and Domingues, Ines and Gaeta Espindola, Evaldo Luiz","","","",NA,"In recent years, the need for the development of alternative test methods for the conventional acute fish toxicity test (AFT) with adult fish has often been discussed. In addition, concerns have been raised on the potential risks related with environmentally realistic pesticide mixtures since risk evaluations have traditionally been based on individual pesticides. The insecticide/acaricide abamectin and the fungicide difenoconazole are the main pesticides that are intensively used in Brazilian strawberry crop and are hence likely to occur simultaneously in edge-of-field waterbodies. The aim of the present study was therefore to evaluate the lethal and sublethal toxicity of single and mixture exposures of these pesticides to zebrafish early life stages (embryos and juveniles). By comparing the derived toxicity data of the individual compounds with that previously determined for zebrafish adults, the order of life stage sensitivity was juvenile > adult> embryo. The pesticide mixture revealed a dose-level dependent deviation of the independent action model, with antagonism at low dose levels and synergism at high dose levels. Sublethal parameters (especially those related with locomotion) were considerably more sensitive than lethality. Subsequently, the inclusion of sublethal parameters may greatly improve the sensitivity of FET tests and hence its suitability as a substitution of adult fish testing in risk assessment evaluations. (C) 2018 Elsevier Ltd. All rights reserved.","","10.1016/j.chemosphere.2018.07.027","",NA,NA
"20","rayyan-344223890","A mixture of fipronil and fungicides induces alterations on behavioral and oxidative stress parameters in zebrafish",2020,3,NA,"ECOTOXICOLOGY","0963-9292",29,2,"140-147","Bevilaqua, Fern and a and Sachett, Adrieli and Chitolina, Rafael and Garbinato, Cristiane and Gasparetto, Henrique and Marcon, Matheus and Mocelin, Ricieri and Dallegrave, Eliane and Conterato, Greicy and Piato, Angelo and Siebel, Anna M.","","","",NA,"Pesticide commercial mixtures, including the insecticide fipronil and the fungicides pyraclostrobin and methyl-thiophanate, have been used in concomitant pest control, facilitating agricultural management. Their widespread use can lead to soil and water contamination and potentially induce damages in the ecosystem, producing toxic effects in non-target organisms. Despite their toxicological potential, their effects on behavioral and biochemical parameters are not well understood. Here we investigated the effects of the mixture of fipronil and fungicides (MFF) pyraclostrobin and methyl- thiophanate on behavioral and biochemical parameters of oxidative stress in adult zebrafish. Animals exposed to the highest MFF tested concentration showed a decrease in the total distance traveled and in the number of crossings in the different zones of the tank. Furthermore, animals exposed to highest MFF tested concentration spent more time in water surface. In addition, our data showed that the exposure to this preparation promoted a decrease in non-protein thiol content as well as in catalase activity. Finally, pesticide exposure induced an increase in the superoxide dismutase/catalase ratio. Our results indicate that alterations in behavioral and oxidative parameters are involved in MFF toxicity in zebrafish. The antioxidant mechanisms analyzed were altered in concentrations that did not affect zebrafish behavior. Therefore, the assessment of oxidative stress parameters in zebrafish brains could be very useful to detect the early effects of environmental exposure to the MFF.","","10.1007/s10646-019-02146-7","Oxidative Stress",NA,NA
"21","rayyan-344223891","Exposure of Larval Zebrafish to the Insecticide Propoxur Induced Developmental Delays that Correlate with Behavioral Abnormalities and Altered Expression of hspb9 and hspb11",2019,12,NA,"TOXICS","",7,4,"","Shields, Jeremiah N. and Hales, Eric C. and Ranspach, Lillian E. and Luo, Xixia and Orr, Steven and Runft, Donna and Dombkowski, Alan and Neely, Melody N. and Matherly, Larry H. and Taub, Jeffrey and Baker, Tracie R. and Thummel, Ryan","","","",NA,"Recent studies suggest that organophosphates and carbamates affect human fetal development, resulting in neurological and growth impairment. However, these studies are conflicting and the extent of adverse effects due to pesticide exposure warrants further investigation. In the present study, we examined the impact of the carbamate insecticide propoxur on zebrafish development. We found that propoxur exposure delays embryonic development, resulting in three distinct developmental stages: no delay, mild delay, or severe delay. Interestingly, the delayed embryos all physically recovered 5 days after exposure, but behavioral analysis revealed persistent cognitive deficits at later stages. Microarray analysis identified 59 genes significantly changed by propoxur treatment, and Ingenuity Pathway Analysis revealed that these genes are involved in cancer, organismal abnormalities, neurological disease, and hematological system development. We further examined hspb9 and hspb11 due to their potential roles in zebrafish development and found that propoxur increases expression of these small heat shock proteins in all of the exposed animals. However, we discovered that less significant increases were associated with the more severely delayed phenotype. This raises the possibility that a decreased ability to upregulate these small heat shock proteins in response to propoxur exposure may cause embryos to be more severely delayed.","","10.3390/toxics7040050","Insecticides",NA,NA
"22","rayyan-344223892","Fish Aversion and Attraction to Selected Agrichemicals",2016,10,NA,"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","0090-4341",71,3,"415-422","Santos da Rosa, Joao Gabriel and de Abreu, Murilo S and er and Varrone Giacomini, Ana Cristina and Koakoski, Gessi and Kalichak, Fabiana and Oliveira, Thiago Acosta and de Alcantara Barcellos, Heloisa Helena and Barreto, Rodrigo Egydio and Gil Barcellos, Leonardo Jose","","","",NA,"In agriculture intensive areas, fishponds and natural water bodies located in close proximity to these fields receive water with variable amounts of agrichemicals. Consequently, toxic compounds reach nontarget organisms. For instance, aquatic organisms can be exposed to tebuconazole-based fungicides (TBF), glyphosate-based herbicides (GBH), and atrazine-based herbicides (ABH) that are potentially dangerous, which motivates the following question: Are these agrichemicals attractant or aversive to fish? To answer this question, adult zebrafish were tested in a chamber that allows fish to escape from or seek a lane of contaminated water. This attraction and aversion paradigm was evaluated with zebrafish in the presence of an acute contamination with these compounds. We showed that only GBH was aversive to fish, whereas ABH and TBF caused neither attraction nor aversion for zebrafish. Thus, these chemicals do not impose an extra toxic risk by being an attractant for fish, although TBF and ABH can be more deleterious, because they induce no aversive response. Because the uptake and bioaccumulation of chemicals in fish seems to be time- and dose-dependent, a fish that remains longer in the presence of these substances tends to absorb higher concentrations than one that escapes from contaminated sites.","","10.1007/s00244-016-0300-x","",NA,NA
